cdcid,DateFirstIll,EstimatedPrimary,DeathsInfo,HospitalInfo,CAFC_1,States,Ingredients,FoodNames,IFSACLevel,TaxonomyConfirmation
266903,2016-01-02,7,7.0,7.0,,['ohio'],[],[],[],confirmed
266907,2016-01-04,5,5.0,5.0,,"['new', 'york']",[],[],[],
266911,2016-01-03,6,6.0,6.0,,['minnesota'],[],[],[],confirmed
266980,2016-01-03,9,9.0,9.0,,['ohio'],[],[],[],suspected
266981,2016-01-10,3,3.0,3.0,,"['new', 'york']",[],[],[],
266992,2016-01-05,3,3.0,3.0,,['ohio'],[],[],[],suspected
267017,2016-01-09,30,30.0,13.0,Multiple,"['new', 'york']",[],"['mixed', 'green', 'salad', 'tiramisu']",['multiple'],confirmed
267028,2016-01-08,13,13.0,13.0,Multiple,['oregon'],[],"['mushroom', 'risotto', 'fritters']",['multiple'],confirmed
267075,2016-01-12,2,2.0,2.0,,['maryland'],[],[],[],
267077,2016-01-10,56,56.0,56.0,,['ohio'],[],[],[],confirmed
267092,2016-01-12,3,3.0,3.0,,['ohio'],[],[],[],suspected
267107,2016-01-14,9,9.0,9.0,,['louisiana'],[],[],[],confirmed
267109,2016-01-15,2,2.0,2.0,,['ohio'],[],[],[],suspected
267111,2016-01-04,5,0.0,1.0,,['kansas'],[],[],[],
267129,2016-01-20,2,2.0,2.0,,['minnesota'],[],[],[],confirmed
267137,2016-01-17,11,11.0,11.0,Multiple,"['oregon', 'washington']",[],"['snack', 'mix', 'sparkling', 'water']",['multiple'],confirmed
267142,2016-01-15,3,0.0,0.0,,['ohio'],[],[],[],confirmed
267183,2016-01-18,92,,,,['tennessee'],[],[],[],confirmed
267199,2016-01-17,10,10.0,10.0,,['connecticut'],[],[],[],confirmed
267221,2016-01-10,2,2.0,2.0,,['ohio'],[],[],[],confirmed
267222,2016-01-28,6,6.0,6.0,,"['virginia', 'west', 'virginia']",[],[],[],suspected
267227,2016-01-27,5,0.0,0.0,,['ohio'],[],[],[],suspected
267250,2016-01-19,6,6.0,6.0,,['tennessee'],[],[],[],suspected
267254,2016-01-23,5,5.0,5.0,,['florida'],[],[],[],
267266,2016-01-28,4,3.0,3.0,,['ohio'],[],[],[],suspected
267271,2016-01-29,4,4.0,4.0,,['minnesota'],[],[],[],suspected
267275,2016-02-19,4,4.0,4.0,,"['new', 'york']",[],[],[],
267322,2016-01-26,9,9.0,9.0,Multiple,['florida'],"['beef', 'chicken']",['tacos'],"['multiple', 'meat', 'poultry']",suspected
267329,2016-02-06,4,4.0,0.0,,['ohio'],[],[],[],
267345,2016-01-10,44,4.0,4.0,,['washington'],[],[],[],suspected
267350,2016-02-06,112,112.0,112.0,,['tennessee'],[],[],[],confirmed
267362,2016-02-03,10,10.0,10.0,,['michigan'],[],[],[],confirmed
267365,2016-02-08,5,5.0,5.0,,['ohio'],[],[],[],confirmed
267368,2016-02-06,7,7.0,7.0,,"['new', 'york']",[],[],[],confirmed
267374,2016-02-08,15,0.0,0.0,,['ohio'],[],[],[],
267427,2016-02-05,35,35.0,35.0,,['florida'],[],[],[],confirmed
267437,2016-02-04,46,46.0,46.0,,['ohio'],[],[],[],confirmed
267485,2016-02-14,375,75.0,1.0,,['michigan'],[],[],[],confirmed
267489,2016-02-13,14,14.0,14.0,Multiple,"['new', 'york']",[],"['fruit', 'platter']",['multiple'],confirmed
267497,2016-02-07,20,13.0,13.0,,['ohio'],[],[],[],confirmed
267500,2016-02-07,22,22.0,22.0,Mollusks,"['idaho', 'montana', 'oregon', 'washington']",['oysters'],['oysters'],"['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",confirmed
267501,2016-02-11,57,57.0,57.0,Multiple,['oregon'],[],"['green', 'salad']",['multiple'],suspected
267503,2016-02-16,30,30.0,30.0,Pork,['virginia'],"['pork', 'other']","['ramen', 'pork', 'broth']","['land', 'animals', 'meat', 'poultry', 'meat', 'pork']",confirmed
267510,2016-02-12,9,9.0,9.0,Chicken,['tennessee'],['chicken'],['chicken'],"['land', 'animals', 'meat', 'poultry', 'poultry', 'chicken']",confirmed
267511,2016-01-13,3,3.0,3.0,,['tennessee'],[],[],[],confirmed
267523,2016-02-14,17,17.0,17.0,Multiple,['wisconsin'],[],['pizza'],['multiple'],confirmed
267525,2016-02-07,2,2.0,2.0,Multiple,['georgia'],[],['hamburger'],['multiple'],confirmed
267539,2016-02-22,20,20.0,20.0,,['minnesota'],[],[],[],confirmed
267555,2016-02-18,13,13.0,13.0,,['tennessee'],[],[],[],confirmed
267556,2016-02-16,6,6.0,6.0,,['florida'],[],[],[],suspected
267566,2016-01-21,2,2.0,2.0,Chicken,['kansas'],['chicken'],"['chicken', 'fried']","['land', 'animals', 'meat', 'poultry', 'poultry', 'chicken']",suspected
267567,2016-01-20,2,2.0,2.0,Multiple,['kansas'],[],"['fish', 'sandwich', 'unspecified']",['multiple'],
267569,2016-01-27,2,2.0,2.0,,['kansas'],[],[],[],
267571,2016-02-20,8,8.0,8.0,,['ohio'],[],[],[],confirmed
267572,2016-01-27,16,16.0,16.0,,['kansas'],[],[],[],confirmed
267573,2016-01-29,10,6.0,6.0,,['kansas'],[],[],[],confirmed
267575,2016-02-05,7,7.0,7.0,,['kansas'],[],[],[],
267577,2016-02-17,2,2.0,2.0,,['kansas'],[],[],[],suspected
267590,2016-02-21,3,3.0,3.0,,"['new', 'york']",[],[],[],
267591,2016-01-17,11,11.0,11.0,Sprouts,"['minnesota', 'wisconsin']","['alfalfa', 'sprouts']","['alfalfa', 'sprouts']","['plant', 'produce', 'vegetables', 'sprouts']",confirmed
267608,2016-01-15,20,20.0,20.0,,['colorado'],[],[],[],confirmed
267640,2016-02-19,24,0.0,0.0,Multiple,['wisconsin'],[],['quiche'],['multiple'],confirmed
267656,2016-02-06,46,46.0,46.0,Mollusks,"['south', 'carolina']",[],"['oysters', 'steamed']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",confirmed
267666,2016-02-28,9,9.0,9.0,Multiple,['minnesota'],[],"['fajita', 'unspecified', 'chips', 'and', 'salsa']",['multiple'],confirmed
267691,2016-02-29,6,6.0,6.0,Multiple,['virginia'],"['chicken', 'sausage', 'pork', 'rice']","['chicken', 'blackened', 'sausage', 'pork', 'rice']",['multiple'],confirmed
267692,2016-02-28,2,2.0,2.0,,['ohio'],[],[],[],suspected
267693,2016-02-26,4,4.0,4.0,,['virginia'],[],[],[],confirmed
267703,2016-02-21,87,87.0,87.0,Eggs,['ohio'],['egg'],"['mayonnaise', 'made', 'with', 'raw', 'eggs']","['land', 'animals', 'eggs']",confirmed
267712,2016-01-07,2,2.0,2.0,,['colorado'],[],[],[],suspected
267718,2016-02-21,18,18.0,16.0,Multiple,"['iowa', 'minnesota', 'wisconsin']",[],"['bread', 'sticks']",['multiple'],suspected
267761,2016-03-03,3,3.0,3.0,Multiple,"['south', 'carolina']",[],"['macaroni', 'and', 'cheese']",['multiple'],suspected
267768,2016-03-06,4,4.0,4.0,,"['michigan', 'ohio']",[],[],[],suspected
267780,2016-02-18,3,3.0,3.0,,['michigan'],[],[],[],
267782,2016-03-01,11,11.0,11.0,Multiple,['michigan'],[],"['chocolate', 'unspecified']",['multiple'],confirmed
267794,2016-02-27,52,52.0,52.0,,"['north', 'carolina']",[],[],[],confirmed
267808,2016-03-07,2,2.0,2.0,,['florida'],[],[],[],suspected
267809,2016-02-26,3,3.0,3.0,,['florida'],[],[],[],suspected
267812,2016-03-05,35,35.0,35.0,Multiple,['ohio'],[],"['taco', 'beef']",['multiple'],confirmed
267814,2016-02-22,3,3.0,3.0,,['florida'],[],[],[],suspected
267815,2016-02-10,11,11.0,11.0,,['florida'],[],[],[],suspected
267816,2016-02-27,5,5.0,5.0,,['florida'],[],[],[],suspected
267820,2016-03-07,3,3.0,3.0,,['ohio'],[],[],[],confirmed
267844,2016-03-05,31,31.0,31.0,,['tennessee'],[],[],[],suspected
267847,2016-03-09,3,3.0,3.0,Chicken,['virginia'],['chicken'],"['chicken', 'salad']","['land', 'animals', 'meat', 'poultry', 'poultry', 'chicken']",confirmed
267898,2016-02-28,17,17.0,17.0,,['florida'],[],[],[],
267902,2016-01-02,6,6.0,6.0,,['colorado'],[],[],[],confirmed
267907,2016-03-04,14,14.0,14.0,Dairy,['virginia'],"['milk', 'unpasteurized']","['raw', 'milk']","['land', 'animals', 'dairy', 'fluid', 'milk', 'unpasteurized']",confirmed
267908,2016-01-12,2,2.0,2.0,,['michigan'],[],[],[],
267918,2016-02-27,8,8.0,8.0,,['arizona'],[],[],[],
267941,2016-03-13,2,2.0,2.0,,['ohio'],[],[],[],suspected
267944,2016-01-15,25,25.0,25.0,,['colorado'],[],[],[],suspected
267957,2016-03-10,16,16.0,16.0,Multiple,['arkansas'],[],"['queso', 'dip', 'rice', 'refried', 'beans', 'unspecified', 'ground', 'beef']",['multiple'],confirmed
267978,2016-03-15,11,11.0,11.0,,['virginia'],[],[],[],confirmed
267979,2016-03-19,25,19.0,19.0,Multiple,"['indiana', 'virginia']","['pork', 'sauces', 'dressings']","['pork', 'bbq']",['multiple'],confirmed
267980,2016-03-16,12,12.0,12.0,,"['new', 'york']",[],[],[],confirmed
267982,2016-03-17,2,2.0,2.0,,['ohio'],[],[],[],
267989,2016-02-23,2,2.0,2.0,,['kansas'],[],[],[],
267993,2016-02-12,5,2.0,2.0,,['kansas'],[],[],[],
267995,2016-02-28,2,2.0,2.0,,['kansas'],[],[],[],suspected
268015,2016-03-18,46,45.0,1.0,,['arkansas'],[],[],[],
268021,2016-03-19,15,15.0,15.0,,"['new', 'york']",[],[],[],confirmed
268023,2016-03-08,13,13.0,13.0,Multiple,['hawaii'],[],"['fried', 'rice', 'unspecified']",['multiple'],
268032,2016-02-06,30,30.0,30.0,,"['north', 'carolina']",[],[],[],suspected
268046,2016-03-19,8,8.0,8.0,Multiple,['ohio'],[],"['sandwich', 'unspecified']",['multiple'],suspected
268055,2016-03-17,25,22.0,22.0,,['tennessee'],[],[],[],confirmed
268081,2016-03-22,11,11.0,9.0,,['minnesota'],[],[],[],confirmed
268094,2016-03-09,10,10.0,10.0,,['arizona'],[],[],[],confirmed
268102,2016-01-26,2,2.0,2.0,,"['south', 'carolina']",[],[],[],
268106,2016-03-20,20,20.0,19.0,Seeded Vegetables,"['illinois', 'wisconsin']",['cucumber'],"['vegetable', 'tray']","['plant', 'produce', 'vegetables', 'leafy', 'vine', 'stalk', 'seeded', 'vegetables', 'vine', 'grown']",suspected
268111,2016-03-19,9,9.0,9.0,Multiple,['wisconsin'],[],"['sandwich', 'submarine']",['multiple'],
268117,2016-02-09,33,0.0,0.0,,['texas'],[],[],[],
268119,2016-02-25,10,10.0,10.0,Multiple,['texas'],[],"['sandwich', 'red', 'meat', 'based']",['multiple'],confirmed
268123,2016-03-11,2,2.0,2.0,Other,['florida'],"['drink', 'mixes']","['drink', 'mixes']",['other'],confirmed
268124,2016-03-18,47,47.0,47.0,Multiple,"['arizona', 'california', 'florida', 'georgia', 'illinois', 'iowa', 'minnesota', 'new', 'york', 'oregon', 'pennsylvania', 'texas', 'vermont', 'washington']","['basil', 'cheese', 'tomato', 'vinegar']",['salad'],['multiple'],suspected
268130,2016-02-19,4,4.0,4.0,,['california'],[],[],[],suspected
268173,2016-01-25,32,32.0,32.0,,['illinois'],[],[],[],confirmed
268174,2016-01-31,23,14.0,14.0,,['illinois'],[],[],[],suspected
268175,2016-02-23,5,5.0,5.0,,['illinois'],[],[],[],confirmed
268176,2016-02-27,8,8.0,8.0,,['illinois'],[],[],[],suspected
268177,2016-03-06,4,4.0,4.0,,['illinois'],[],[],[],suspected
268184,2016-03-13,17,17.0,17.0,,"['new', 'york']",[],[],[],confirmed
268185,2016-03-27,7,7.0,7.0,,"['new', 'york']",[],[],[],confirmed
268187,2016-03-27,38,38.0,38.0,Beef,"['new', 'york']",['beef'],"['beef', 'steamship', 'round']","['land', 'animals', 'meat', 'poultry', 'meat', 'beef']",confirmed
268190,2016-03-26,2,2.0,2.0,Multiple,['ohio'],[],"['sushi', 'seafood']",['multiple'],suspected
268206,2016-03-26,12,12.0,12.0,Pork,['tennessee'],['pork'],['pork'],"['land', 'animals', 'meat', 'poultry', 'meat', 'pork']",suspected
268212,2016-02-22,5,5.0,5.0,Multiple,['georgia'],[],"['rice', 'fried', 'rice']",['multiple'],suspected
268218,2016-03-11,4,4.0,4.0,,"['colorado', 'kansas', 'montana']",[],[],[],
268228,2016-03-24,9,9.0,9.0,,['oregon'],[],[],[],confirmed
268231,2016-01-18,14,14.0,14.0,,"['colorado', 'south', 'dakota']",[],[],[],confirmed
268232,2016-03-17,3,3.0,3.0,,['ohio'],[],[],[],suspected
268244,2016-03-19,3,3.0,3.0,Grains-Beans,"['massachusetts', 'rhode', 'island']","['sushi', 'rice']",['sushi'],"['plant', 'grains', 'beans', 'grains']",suspected
268261,2016-01-31,2,2.0,2.0,,['maryland'],[],[],[],
268273,2016-03-29,8,8.0,8.0,,"['virginia', 'washington', 'dc']",[],[],[],confirmed
268280,2016-03-20,18,17.0,17.0,Multiple,"['maryland', 'massachusetts', 'new', 'jersey', 'new', 'york', 'rhode', 'island']","['frosting', 'icing']",['cake'],['multiple'],suspected
268308,2016-03-10,15,15.0,15.0,,"['new', 'hampshire']",[],[],[],
268312,2016-01-15,2,2.0,2.0,,['michigan'],[],[],[],
268313,2016-02-08,3,3.0,3.0,,['michigan'],[],[],[],
268341,2016-04-01,4,4.0,4.0,Multiple,"['florida', 'tennessee']",[],['pizza'],['multiple'],
268356,2016-03-30,12,12.0,12.0,,"['oregon', 'washington']",[],[],[],
268435,2016-01-16,3,3.0,3.0,,['illinois'],[],[],[],suspected
268441,2016-01-09,6,6.0,6.0,,['colorado'],[],[],[],suspected
268442,2016-04-05,50,34.0,34.0,Multiple,['tennessee'],[],"['salad', 'salad', 'dressing', 'unspecified']",['multiple'],confirmed
268444,2016-03-31,18,18.0,18.0,,['utah'],[],[],[],suspected
268447,2016-04-04,6,6.0,6.0,,['minnesota'],[],[],[],suspected
268468,2016-04-07,4,4.0,4.0,,['minnesota'],[],[],[],confirmed
268472,2016-03-31,7,7.0,7.0,,['michigan'],[],[],[],
268486,2016-03-31,36,36.0,36.0,,"['minnesota', 'wisconsin']",[],[],[],confirmed
268489,2016-04-02,2,2.0,2.0,,['ohio'],[],[],[],suspected
268497,2016-03-20,18,18.0,18.0,,['arizona'],[],[],[],
268504,2016-04-07,6,6.0,6.0,,['oregon'],[],[],[],confirmed
268519,2016-03-24,12,12.0,12.0,Crustaceans,['texas'],[],"['crawfish', 'crayfish', 'unspecified']","['aquatic', 'animals', 'shell', 'fish', 'crustaceans']",confirmed
268523,2016-03-31,8,8.0,8.0,,['florida'],[],[],[],suspected
268534,2016-03-26,3,3.0,3.0,,['hawaii'],[],[],[],confirmed
268574,2016-04-09,4,4.0,4.0,,['florida'],[],[],[],
268592,2016-02-07,8,7.0,7.0,Grains-Beans,['illinois'],[],"['rice', 'bowl', 'unspecified', 'rice', 'bowl', 'unspecified']","['plant', 'grains', 'beans', 'grains']",confirmed
268593,2016-03-14,7,2.0,2.0,Dairy,['illinois'],[],"['unpasteurized', 'milk']","['land', 'animals', 'dairy', 'fluid', 'milk', 'unpasteurized']",confirmed
268594,2016-04-05,47,22.0,22.0,Multiple,['illinois'],[],"['salad', 'possibly', 'the', 'cesar', 'salad']",['multiple'],confirmed
268595,2016-02-26,2,2.0,2.0,,['michigan'],[],[],[],
268616,2016-02-28,3,3.0,3.0,,['michigan'],[],[],[],
268629,2016-02-21,40,40.0,40.0,,['nebraska'],[],[],[],suspected
268637,2016-03-10,5,5.0,5.0,,['arizona'],[],[],[],
268647,2016-04-17,51,51.0,51.0,Multiple,"['alabama', 'arizona', 'california', 'michigan', 'new', 'mexico', 'wisconsin']",[],"['glazed', 'carrots', 'steak', 'new', 'york', 'strip', 'potato', 'mashed', 'glazed', 'carrots', 'parsley']",['multiple'],confirmed
268653,2016-03-17,3,3.0,3.0,,['michigan'],[],[],[],
268658,2016-04-04,4,4.0,4.0,,"['florida', 'new', 'york']",[],[],[],suspected
268667,2016-03-15,5,5.0,5.0,,['connecticut'],[],[],[],
268676,2016-04-06,10,10.0,10.0,Multiple,['oregon'],[],"['pork', 'banh', 'mi']",['multiple'],
268677,2016-04-24,56,56.0,56.0,Beef,['minnesota'],[],"['roast', 'beef']","['land', 'animals', 'meat', 'poultry', 'meat', 'beef', 'intact', 'raw']",confirmed
268680,2016-04-14,11,8.0,8.0,,"['arizona', 'texas']",[],[],[],
268683,2016-04-16,7,7.0,7.0,,"['connecticut', 'florida']",[],[],[],suspected
268695,2016-04-21,2,2.0,2.0,,['ohio'],[],[],[],suspected
268696,2016-04-24,5,5.0,5.0,Mollusks,['florida'],['conch'],"['conch', 'fried']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'non', 'bivalve']",
268702,2016-04-30,20,20.0,20.0,Multiple,"['connecticut', 'new', 'jersey', 'new', 'york']",[],"['shrimp', 'fried', 'penne', 'ala', 'vodka', 'cake']",['multiple'],confirmed
268704,2016-04-02,7,7.0,7.0,,['texas'],[],[],[],
268705,2016-04-13,7,7.0,7.0,,['texas'],[],[],[],
268717,2016-03-19,15,14.0,14.0,Dairy,['utah'],"['milk', 'unpasteurized']","['milk', 'unpasteurized']","['land', 'animals', 'dairy', 'fluid', 'milk', 'unpasteurized']",confirmed
268724,2016-03-02,15,15.0,15.0,Dairy,['kansas'],[],"['cheese', 'unspecified', 'unpasteurized']","['land', 'animals', 'dairy', 'solid', 'semi', 'solid', 'dairy', 'products', 'unpasteurized']",suspected
268730,2016-03-01,2,2.0,2.0,Multiple,"['florida', 'virginia']","['basil', 'chicken', 'mayonnaise', 'mozarella', 'pasteurized', 'onion', 'tomato']","['chicken', 'sandwich']",['multiple'],
268731,2016-03-28,2,2.0,2.0,,['florida'],[],[],[],suspected
268732,2016-05-02,81,0.0,0.0,,"['new', 'mexico']",[],[],[],confirmed
268758,2016-03-26,32,32.0,32.0,,"['louisiana', 'new', 'jersey', 'new', 'york', 'pennsylvania']",[],[],[],
268763,2016-04-10,3,3.0,3.0,Dairy,['wisconsin'],"['goat', 'milk', 'unpasteurized']","['cheese', 'curds']","['land', 'animals', 'dairy', 'fluid', 'milk', 'unpasteurized']",confirmed
268764,2016-05-04,53,49.0,49.0,Multiple,['wisconsin'],[],"['fruit', 'salad']",['multiple'],confirmed
268767,2016-04-23,9,9.0,9.0,Chicken,['wisconsin'],"['liver', 'chicken']","['pate', 'chicken', 'liver']","['land', 'animals', 'meat', 'poultry', 'poultry', 'chicken', 'intact', 'raw']",confirmed
268773,2016-02-14,8,8.0,8.0,,['california'],[],[],[],suspected
268774,2016-01-14,10,10.0,10.0,Dairy,['california'],"['raw', 'milk']","['milk', 'whole', 'milk', 'unpasteurized']","['land', 'animals', 'dairy', 'fluid', 'milk', 'unpasteurized']",confirmed
268790,2016-02-15,3,3.0,3.0,Mollusks,['california'],['oysters'],['oysters'],"['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",
268792,2016-02-12,3,3.0,3.0,,['california'],[],[],[],suspected
268795,2016-03-25,51,51.0,51.0,,['georgia'],[],[],[],confirmed
268805,2016-05-07,20,20.0,20.0,Vegetable Row Crops,['ohio'],[],['lettuce'],"['plant', 'produce', 'vegetables', 'leafy', 'vine', 'stalk', 'vegetable', 'row', 'crops', 'leafy']",confirmed
268809,2016-03-27,5,5.0,5.0,,['maryland'],[],[],[],
268810,2016-01-12,3,3.0,3.0,,['florida'],[],[],[],suspected
268814,2016-05-06,8,8.0,8.0,,['tennessee'],[],[],[],suspected
268815,2016-04-03,7,7.0,6.0,Vegetable Row Crops,"['minnesota', 'virginia']",[],"['prepackaged', 'leafy', 'greens']","['plant', 'produce', 'vegetables', 'leafy', 'vine', 'stalk', 'vegetable', 'row', 'crops', 'leafy', 'fresh', 'cut']",confirmed
268816,2016-05-07,19,19.0,19.0,,"['florida', 'illinois']",[],[],[],suspected
268817,2016-04-13,2,2.0,2.0,Mollusks,"['florida', 'wisconsin']","['oysters', 'raw']","['oysters', 'raw']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",confirmed
268824,2016-05-06,5,5.0,5.0,,['kansas'],[],[],[],
268825,2016-05-01,9,0.0,0.0,,['ohio'],[],[],[],suspected
268827,2016-04-20,2,2.0,2.0,Fish,"['new', 'york']",['tuna'],"['tuna', 'grilled']","['aquatic', 'animals', 'fish']",confirmed
268833,2016-04-07,2,2.0,2.0,,['virginia'],[],[],[],confirmed
268835,2016-05-04,28,28.0,28.0,Multiple,"['indiana', 'maine', 'ohio']",[],"['hollandaise', 'sauce']",['multiple'],confirmed
268837,2016-04-28,18,18.0,18.0,,['florida'],[],[],[],confirmed
268838,2016-04-18,2,2.0,2.0,Mollusks,['florida'],"['oysters', 'raw']","['oysters', 'raw']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",confirmed
268842,2016-05-05,22,22.0,22.0,,['oregon'],[],[],[],confirmed
268843,2016-05-08,9,9.0,9.0,,['oregon'],[],[],[],
268849,2016-05-07,130,130.0,130.0,Multiple,"['illinois', 'michigan']","['leafy', 'green', 'sauces', 'dressings']","['salad', 'unspecified']",['multiple'],confirmed
268872,2016-05-09,11,11.0,11.0,Multiple,"['new', 'jersey', 'new', 'york']",[],"['candy', 'chocolate']",['multiple'],confirmed
268880,2016-05-14,136,136.0,136.0,Multiple,"['maryland', 'new', 'jersey', 'new', 'york', 'pennsylvania', 'virginia']","['cantaloupe', 'honeydew', 'melon', 'pineapple', 'watermelon', 'cucumber', 'vegetables', 'unspecified']","['mixed', 'cut', 'fruit', 'crudites']","['multiple', 'produce']",confirmed
268883,2016-05-14,29,4.0,4.0,,"['south', 'carolina']",[],[],[],suspected
268884,2016-05-06,10,10.0,10.0,,['ohio'],[],[],[],confirmed
268886,2016-05-07,3,3.0,3.0,,['ohio'],[],[],[],suspected
268887,2016-05-13,2,2.0,2.0,,['minnesota'],[],[],[],
268890,2016-02-12,8,6.0,4.0,Fish,['maryland'],"['fish', 'tuna']","['tuna', 'loin']","['aquatic', 'animals', 'fish']",confirmed
268891,2016-03-07,6,6.0,6.0,,['maryland'],[],[],[],
268893,2016-04-29,9,9.0,9.0,,['florida'],[],[],[],suspected
268894,2016-05-16,25,25.0,25.0,Multiple,"['new', 'mexico']",[],"['pork', 'bbq']",['multiple'],suspected
268897,2016-04-11,7,7.0,7.0,Multiple,['connecticut'],[],"['sandwich', 'unspecified']",['multiple'],confirmed
268899,2016-05-01,10,7.0,7.0,Multiple,['connecticut'],[],"['cream', 'puffs']",['multiple'],confirmed
268906,2016-05-03,4,4.0,4.0,,['florida'],[],[],[],
268913,2016-05-10,93,93.0,93.0,Chicken,"['new', 'york']",['chicken'],"['chicken', 'baked']","['land', 'animals', 'meat', 'poultry', 'poultry', 'chicken']",confirmed
268923,2016-05-15,5,5.0,5.0,,['minnesota'],[],[],[],suspected
268927,2016-05-13,4,4.0,4.0,,['utah'],[],[],[],confirmed
268934,2016-05-13,2,2.0,2.0,Fish,['oregon'],['tuna'],['tuna'],"['aquatic', 'animals', 'fish']",confirmed
268936,2016-05-19,3,0.0,0.0,,"['south', 'carolina']",[],[],[],suspected
268944,2016-05-13,3,3.0,3.0,,['florida'],[],[],[],suspected
268946,2016-05-20,5,5.0,5.0,Pork,['tennessee'],[],"['pulled', 'pork']","['land', 'animals', 'meat', 'poultry', 'meat', 'pork', 'intact', 'raw']",suspected
268947,2016-05-16,9,9.0,9.0,Multiple,['florida'],[],"['chicken', 'bbq']",['multiple'],suspected
268981,2016-05-17,2,2.0,2.0,,['kansas'],[],[],[],
268983,2016-05-07,7,7.0,7.0,,['nevada'],[],[],[],suspected
268985,2016-02-15,3,3.0,3.0,Multiple,['colorado'],"['avocado', 'cabbage', 'carrots', 'crab', 'cucumber', 'onion', 'rice', 'shrimp']",['sushi'],['multiple'],suspected
268992,2016-05-20,7,7.0,7.0,,['connecticut'],[],[],[],suspected
268993,2016-05-07,19,19.0,19.0,Multiple,"['new', 'york']",[],"['paella', 'marinera', 'guacamole']",['multiple'],confirmed
268996,2016-05-01,6,6.0,6.0,,"['connecticut', 'new', 'york']",[],[],[],suspected
269004,2016-05-14,8,8.0,0.0,Multiple,['wisconsin'],[],"['sandwich', 'turkey']",['multiple'],confirmed
269012,2016-05-21,30,30.0,30.0,Turkey,['iowa'],[],"['turkey', 'ground']","['land', 'animals', 'meat', 'poultry', 'poultry', 'turkey', 'non', 'intact', 'raw']",confirmed
269032,2016-05-01,18,,,,['illinois'],[],[],[],confirmed
269033,2016-04-18,10,10.0,10.0,,['illinois'],[],[],[],suspected
269035,2016-01-03,11,7.0,8.0,Nuts-Seeds,"['connecticut', 'georgia', 'massachusetts', 'michigan', 'minnesota', 'new', 'york', 'north', 'dakota', 'virginia', 'washington']",['nuts'],['pistachio'],"['plant', 'nuts', 'seeds', 'nuts']",confirmed
269038,2016-05-03,11,11.0,11.0,Vegetable Row Crops,['missouri'],['arugula'],['salad'],"['plant', 'produce', 'vegetables', 'leafy', 'vine', 'stalk', 'vegetable', 'row', 'crops', 'leafy']",suspected
269058,2016-05-26,13,13.0,13.0,,"['oregon', 'virginia']",[],[],[],confirmed
269066,2016-02-26,13,0.0,0.0,,['alabama'],[],[],[],confirmed
269067,2016-04-14,2,2.0,2.0,,"['massachusetts', 'rhode', 'island']",[],[],[],
269076,2016-04-24,3,3.0,3.0,,['colorado'],[],[],[],suspected
269077,2016-05-27,2,2.0,2.0,Multiple,['florida'],"['butter', 'cheese', 'unspecified', 'cream', 'cream', 'cheese', 'pasta', 'sauces', 'dressings']","['macaroni', 'and', 'cheese']",['multiple'],suspected
269081,2016-05-29,9,9.0,9.0,Multiple,"['new', 'york']",[],"['egg', 'and', 'shrimp', 'dish']",['multiple'],suspected
269085,2016-05-30,7,0.0,0.0,Fish,"['nevada', 'texas']","['fish', 'tuna', 'fish']","['tuna', 'raw', 'sushi', 'and', 'sashimi']","['aquatic', 'animals', 'fish']",confirmed
269091,2016-06-02,44,44.0,0.0,Pork,"['south', 'carolina']",['pork'],"['pulled', 'pork']","['land', 'animals', 'meat', 'poultry', 'meat', 'pork']",confirmed
269097,2016-05-24,15,14.0,15.0,,['virginia'],[],[],[],confirmed
269100,2016-05-05,14,0.0,0.0,,['ohio'],[],[],[],suspected
269104,2016-05-06,87,87.0,87.0,,['kentucky'],[],[],[],suspected
269105,2016-05-28,7,7.0,7.0,Multiple,['connecticut'],[],"['sandwich', 'panini']",['multiple'],confirmed
269106,2016-05-23,10,10.0,10.0,Multiple,['connecticut'],[],"['potato', 'salad']",['multiple'],confirmed
269111,2016-05-22,28,28.0,28.0,,['ohio'],[],[],[],
269114,2016-05-27,2,2.0,2.0,Multiple,['ohio'],[],['lasagna'],['multiple'],
269115,2016-05-24,3,0.0,0.0,Multiple,"['california', 'hawaii']",[],"['tossed', 'salad']",['multiple'],
269116,2016-04-21,3,3.0,3.0,Dairy,['florida'],"['raw', 'milk']","['raw', 'milk']","['land', 'animals', 'dairy', 'fluid', 'milk', 'unpasteurized']",confirmed
269125,2016-06-01,15,15.0,15.0,Multiple,['oregon'],[],['cake'],['multiple'],confirmed
269128,2016-05-28,4,4.0,4.0,,"['oregon', 'washington']",[],[],[],suspected
269131,2016-05-24,2,2.0,2.0,Fish,"['hawaii', 'new', 'mexico']","['fish', 'wahoo']","['fish', 'taco']","['aquatic', 'animals', 'fish']",confirmed
269139,2016-04-10,15,15.0,2.0,,['arizona'],[],[],[],suspected
269145,2016-06-07,5,5.0,5.0,,"['south', 'carolina']",[],[],[],suspected
