cdcid,DateFirstIll,EstimatedPrimary,DeathsInfo,HospitalInfo,CAFC_1,States,Ingredients,FoodNames,IFSACLevel,TaxonomyConfirmation
275489,2017-03-12,22,12.0,12.0,Mollusks,"['california', 'washington']","['oysters', 'raw']","['oysters', 'raw']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",suspected
275490,2017-02-18,2,2.0,2.0,Mollusks,['washington'],"['oysters', 'raw']","['oysters', 'raw']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",suspected
275491,2017-02-15,5,5.0,5.0,Mollusks,['washington'],"['oysters', 'raw']","['oysters', 'raw']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",suspected
275492,2017-01-18,3,3.0,3.0,Mollusks,['washington'],"['oysters', 'raw']","['oysters', 'raw']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",suspected
275493,2017-03-21,2,2.0,2.0,Mollusks,['washington'],"['oysters', 'raw']","['oysters', 'raw']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",suspected
275494,2017-06-09,5,5.0,5.0,Crustaceans,['hawaii'],[],['lobster'],"['aquatic', 'animals', 'shell', 'fish', 'crustaceans']",
275495,2017-06-09,5,0.0,0.0,Fish,['hawaii'],"['fish', 'ahi']","['fish', 'ahi']","['aquatic', 'animals', 'fish']",confirmed
275496,2017-06-19,2,2.0,2.0,Fish,['hawaii'],[],['uku'],"['aquatic', 'animals', 'fish']",confirmed
275497,2017-06-22,2,2.0,2.0,Fish,['hawaii'],[],"['fish', 'triggerfish']","['aquatic', 'animals', 'fish']",confirmed
275498,2017-06-13,5,5.0,5.0,Fish,['hawaii'],[],"['fish', 'ahi']","['aquatic', 'animals', 'fish']",confirmed
275500,2017-04-01,14,9.0,9.0,Dairy,"['arizona', 'arkansas', 'colorado', 'illinois', 'new', 'mexico', 'texas']",[],"['mexican', 'style', 'cheese']","['land', 'animals', 'dairy', 'solid', 'semi', 'solid', 'dairy', 'products']",confirmed
275502,2017-04-30,2,2.0,2.0,,['michigan'],[],[],[],
275505,2017-05-11,4,4.0,4.0,,['michigan'],[],[],[],
275512,2017-02-05,2,2.0,2.0,Fish,['alaska'],[],"['fish', 'white']","['aquatic', 'animals', 'fish']",suspected
275513,2017-06-22,18,18.0,2.0,,['minnesota'],[],[],[],confirmed
275514,2016-08-28,2,2.0,2.0,Fish,"['puerto', 'rico']","['fish', 'jack']","['fish', 'jack']","['aquatic', 'animals', 'fish']",confirmed
275518,2016-02-23,12,,,,"['puerto', 'rico']",[],[],[],confirmed
275520,2017-04-16,10,10.0,10.0,,"['georgia', 'maryland', 'washington', 'dc']",[],[],[],
275521,2017-06-23,8,8.0,8.0,,"['south', 'carolina']",[],[],[],suspected
275522,2017-06-04,21,10.0,8.0,,['utah'],[],[],[],confirmed
275526,2017-06-25,8,8.0,8.0,,"['south', 'carolina']",[],[],[],suspected
275527,2017-04-15,4,2.0,2.0,Fish,"['puerto', 'rico']","['fish', 'mackeral']","['fish', 'king', 'mackarel']","['aquatic', 'animals', 'fish']",suspected
275530,2017-04-14,2,,2.0,Fish,"['puerto', 'rico']","['fish', 'snapper']","['fish', 'snapper']","['aquatic', 'animals', 'fish']",suspected
275536,2017-02-09,33,33.0,9.0,,['california'],[],[],[],confirmed
275537,2016-09-01,23,23.0,23.0,,['california'],[],[],[],suspected
275538,2016-05-01,5,5.0,5.0,,['california'],[],[],[],suspected
275539,2016-07-09,8,8.0,8.0,,"['california', 'maryland', 'virginia', 'washington']",[],[],[],suspected
275540,2016-08-20,4,4.0,4.0,,['california'],[],[],[],suspected
275541,2016-09-12,11,11.0,11.0,,['california'],[],[],[],suspected
275542,2016-12-15,7,7.0,7.0,,"['california', 'new', 'york', 'washington']",[],[],[],suspected
275543,2016-12-18,4,4.0,4.0,,['california'],[],[],[],
275544,2016-11-28,13,13.0,13.0,,['california'],[],[],[],confirmed
275545,2016-10-11,16,16.0,16.0,,"['california', 'florida', 'illinois', 'kentucky', 'texas']",[],[],[],confirmed
275546,2017-01-06,2,2.0,2.0,Fish,['california'],"['fish', 'mahi', 'mahi']","['mahi', 'mahi']","['aquatic', 'animals', 'fish']",confirmed
275547,2017-02-04,2,2.0,2.0,,['california'],[],[],[],suspected
275548,2017-03-16,2,2.0,2.0,,['california'],[],[],[],
275549,2016-01-01,6,6.0,6.0,,['california'],[],[],[],confirmed
275550,2016-05-21,2,2.0,2.0,,['california'],[],[],[],suspected
275551,2016-02-21,2,2.0,2.0,,['california'],[],[],[],
275552,2016-09-29,3,3.0,3.0,,['california'],[],[],[],
275553,2016-12-21,4,4.0,4.0,,['california'],[],[],[],
275554,2016-12-02,2,2.0,2.0,,['california'],[],[],[],
275555,2016-12-29,4,4.0,4.0,,['california'],[],[],[],suspected
275556,2016-04-20,17,17.0,17.0,,['california'],[],[],[],confirmed
275557,2016-06-13,3,3.0,3.0,,['california'],[],[],[],confirmed
275558,2016-08-27,3,3.0,3.0,,['california'],[],[],[],suspected
275559,2016-03-02,3,3.0,3.0,,['california'],[],[],[],suspected
275560,2016-08-08,2,2.0,2.0,,['california'],[],[],[],
275561,2016-11-18,4,4.0,4.0,,['california'],[],[],[],suspected
275562,2016-12-25,24,24.0,24.0,,['california'],[],[],[],suspected
275563,2016-07-22,13,13.0,12.0,,['california'],[],[],[],
275564,2016-02-04,5,,,Fish,"['puerto', 'rico']","['fish', 'hogfish']","['fish', 'hogfish']","['aquatic', 'animals', 'fish']",confirmed
275565,2016-11-16,6,,,,"['puerto', 'rico']",[],[],[],
275568,2017-06-10,3,3.0,3.0,,['maryland'],[],[],[],
275573,2017-04-05,9,8.0,8.0,,"['california', 'colorado', 'kansas', 'michigan', 'missouri']",[],[],[],confirmed
275576,2016-12-04,5,4.0,3.0,Multiple,['california'],"['sauces', 'dressings']","['eggs', 'benedict']",['multiple'],confirmed
275577,2017-01-16,3,3.0,3.0,Fish,['california'],"['red', 'snapper', 'fish', 'mackeral']","['red', 'snapper', 'sushi']","['aquatic', 'animals', 'fish']",confirmed
275578,2016-08-13,5,5.0,5.0,,['california'],[],[],[],confirmed
275579,2016-09-21,7,7.0,7.0,Multiple,['california'],[],"['salad', 'unspecified']",['multiple'],suspected
275580,2016-03-13,11,11.0,11.0,Mollusks,['california'],['oysters'],"['oysters', 'raw']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",confirmed
275581,2016-09-28,4,4.0,4.0,Multiple,['california'],[],"['chopped', 'salad']",['multiple'],suspected
275582,2016-09-26,19,19.0,19.0,,['california'],[],[],[],confirmed
275583,2016-07-05,2,2.0,2.0,,['california'],[],[],[],
275584,2016-07-06,3,3.0,3.0,Multiple,['california'],[],['noodles'],['multiple'],suspected
275585,2016-07-01,29,29.0,14.0,Multiple,"['arizona', 'california', 'georgia', 'new', 'york', 'washington']",[],"['chicken', 'strips', 'ground', 'beef', 'hamburger']",['multiple'],confirmed
275586,2016-06-10,5,5.0,5.0,,['california'],[],[],[],confirmed
275587,2016-09-17,3,3.0,3.0,,['california'],[],[],[],confirmed
275588,2016-05-09,2,2.0,2.0,Multiple,['california'],[],"['tuna', 'salad']",['multiple'],
275589,2016-12-04,5,3.0,3.0,Multiple,['california'],[],"['pasta', 'salad']",['multiple'],
275590,2016-07-10,25,20.0,18.0,,['california'],[],[],[],suspected
275594,2017-02-16,9,9.0,0.0,,['colorado'],[],[],[],confirmed
275597,2017-07-04,28,0.0,0.0,,"['new', 'mexico']",[],[],[],
275599,2017-06-29,20,20.0,20.0,,['wisconsin'],[],[],[],suspected
275603,2017-06-07,2,2.0,2.0,Fish,['florida'],"['fish', 'other']","['seafood', 'soup', 'stew', 'unspecified']","['aquatic', 'animals', 'fish']",confirmed
275609,2016-01-10,5,5.0,5.0,Chicken,['vermont'],"['liver', 'chicken']","['lemon', 'unspecified']","['land', 'animals', 'meat', 'poultry', 'poultry', 'chicken', 'intact', 'raw']",confirmed
275612,2017-06-20,15,15.0,15.0,,['nebraska'],[],[],[],confirmed
275635,2017-02-06,44,44.0,44.0,Multiple,['illinois'],[],['chili'],['multiple'],suspected
275641,2017-02-19,8,8.0,8.0,,['illinois'],[],[],[],
275642,2017-05-29,3,3.0,3.0,Multiple,['illinois'],[],"['italian', 'beef', 'sandwich']",['multiple'],
275654,2017-06-21,3,3.0,3.0,,['kansas'],[],[],[],
275658,2017-07-08,5,2.0,2.0,,['kansas'],[],[],[],suspected
275659,2017-03-28,151,125.0,125.0,Vegetable Row Crops,"['arizona', 'arkansas', 'california', 'connecticut', 'florida', 'georgia', 'idaho', 'illinois', 'indiana', 'iowa', 'kansas', 'kentucky', 'louisiana', 'maryland', 'massachusetts', 'michigan', 'minnesota', 'missouri', 'nebraska', 'nevada', 'new', 'jersey', 'new', 'mexico', 'new', 'york', 'north', 'carolina', 'ohio', 'oklahoma', 'oregon', 'pennsylvania', 'south', 'carolina', 'south', 'dakota', 'texas', 'utah', 'vermont', 'virginia', 'washington', 'wisconsin']",[],"['romaine', 'lettuce', 'unspecified']","['plant', 'produce', 'vegetables', 'leafy', 'vine', 'stalk', 'vegetable', 'row', 'crops', 'leafy']",confirmed
275660,2017-06-05,2,2.0,2.0,,"['kansas', 'missouri']",[],[],[],
275661,2017-06-18,13,13.0,13.0,Beef,['connecticut'],[],"['beef', 'unspecified']","['land', 'animals', 'meat', 'poultry', 'meat', 'beef']",confirmed
275666,2017-07-10,3,3.0,3.0,Multiple,"['iowa', 'wisconsin']",[],['pizza'],['multiple'],suspected
275670,2017-06-13,4,4.0,4.0,,['vermont'],[],[],[],confirmed
275674,2017-07-13,10,10.0,10.0,Pork,"['new', 'york']",['pork'],"['pulled', 'pork']","['land', 'animals', 'meat', 'poultry', 'meat', 'pork']",confirmed
275677,2017-07-06,6,3.0,3.0,,"['virginia', 'west', 'virginia']",[],[],[],suspected
275678,2017-07-14,157,150.0,150.0,,"['florida', 'maryland', 'virginia']",[],[],[],confirmed
275679,2017-07-16,3,3.0,3.0,Fish,"['new', 'york']",['tuna'],"['tuna', 'burger']","['aquatic', 'animals', 'fish']",confirmed
275682,2016-07-03,15,,,,['texas'],[],[],[],confirmed
275684,2017-07-06,11,11.0,11.0,Chicken,['ohio'],['chicken'],"['chicken', 'wings', 'bbq']","['land', 'animals', 'meat', 'poultry', 'poultry', 'chicken']",suspected
275686,2016-10-28,9,9.0,9.0,Multiple,['california'],[],"['beef', 'bbq']",['multiple'],confirmed
275696,2017-06-18,6,6.0,2.0,,"['rhode', 'island']",[],[],[],
275700,2017-06-25,2,2.0,2.0,,"['oregon', 'wisconsin']",[],[],[],confirmed
275704,2017-07-19,2,2.0,2.0,,['ohio'],[],[],[],
275707,2017-06-24,8,8.0,8.0,,['oregon'],[],[],[],confirmed
275760,2017-05-06,3,3.0,3.0,,"['west', 'virginia']",[],[],[],
275763,2017-07-05,18,18.0,18.0,,"['west', 'virginia']",[],[],[],
275766,2017-04-24,7,7.0,7.0,,['illinois'],[],[],[],confirmed
275767,2017-04-16,11,11.0,11.0,,['illinois'],[],[],[],confirmed
275769,2016-06-19,96,,,Herbs,"['arizona', 'colorado', 'illinois', 'louisiana', 'maryland', 'massachusetts', 'minnesota', 'wisconsin']",[],['cilantro'],"['plant', 'produce', 'vegetables', 'leafy', 'vine', 'stalk', 'herbs']",confirmed
275770,2017-07-10,6,6.0,6.0,Chicken,['kentucky'],[],"['chicken', 'grilled']","['land', 'animals', 'meat', 'poultry', 'poultry', 'chicken']",confirmed
275771,2017-05-27,36,0.0,0.0,,['texas'],[],[],[],
275777,2017-07-21,3,3.0,3.0,,"['iowa', 'oklahoma']",[],[],[],confirmed
275780,2017-07-14,13,13.0,12.0,,"['new', 'york']",[],['hummus'],['plant'],confirmed
275783,2017-06-07,8,8.0,8.0,Eggs,['michigan'],['egg'],"['eggs', 'unspecified']","['land', 'animals', 'eggs']",confirmed
275787,2017-07-22,5,5.0,5.0,Mollusks,['alaska'],[],"['mussels', 'unspecified']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",confirmed
275810,2017-07-15,32,32.0,32.0,,"['hawaii', 'maryland']",[],[],[],confirmed
275811,2017-05-29,6,6.0,6.0,Fruits,['florida'],[],['blackberries'],"['plant', 'produce', 'fruits', 'small']",confirmed
275814,2017-01-30,2,2.0,2.0,,['california'],[],[],[],
275815,2017-01-07,5,5.0,5.0,,['california'],[],[],[],suspected
275816,2017-03-26,4,4.0,4.0,,['california'],[],[],[],suspected
275817,2017-02-02,8,7.0,7.0,,['california'],[],[],[],
275818,2017-03-05,3,3.0,3.0,,['california'],[],[],[],
275819,2017-04-12,4,4.0,4.0,,['california'],[],[],[],suspected
275820,2017-05-31,3,3.0,3.0,,['california'],[],[],[],
275825,2016-01-24,2,2.0,2.0,,['california'],[],[],[],suspected
275826,2016-04-25,3,3.0,3.0,,['california'],[],[],[],suspected
275827,2016-05-30,4,4.0,4.0,,['california'],[],[],[],suspected
275828,2016-07-09,5,5.0,5.0,,['california'],[],[],[],
275840,2017-07-26,26,0.0,0.0,,['ohio'],[],[],[],
275841,2017-07-14,37,13.0,13.0,,"['arkansas', 'california', 'colorado', 'connecticut', 'illinois', 'maryland', 'michigan', 'new', 'jersey', 'new', 'york', 'north', 'carolina', 'ohio', 'pennsylvania', 'virginia', 'washington', 'wisconsin']",[],[],[],confirmed
275845,2017-07-26,3,3.0,3.0,Mollusks,['alaska'],[],"['clams', 'steamed']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",confirmed
275851,2017-07-26,4,4.0,4.0,,['minnesota'],[],[],[],suspected
275855,2016-12-23,26,26.0,26.0,Seeded Vegetables,['california'],[],['corn'],"['plant', 'produce', 'vegetables', 'leafy', 'vine', 'stalk', 'seeded', 'vegetables', 'other']",
275856,2017-05-01,2,2.0,2.0,,['california'],[],[],[],
275857,2017-05-14,7,7.0,7.0,,['california'],[],[],[],suspected
275858,2017-02-11,3,3.0,3.0,,['california'],[],[],[],
275859,2016-02-23,3,3.0,3.0,,['california'],[],[],[],
275860,2016-07-17,6,3.0,3.0,,['california'],[],[],[],
275861,2016-09-30,3,3.0,3.0,,['california'],[],[],[],suspected
275868,2017-04-22,47,47.0,47.0,Multiple,['california'],[],"['pizza', 'breads', 'salads']",['multiple'],
275879,2017-06-04,11,11.0,5.0,,['texas'],[],[],[],confirmed
275880,2017-07-24,32,32.0,28.0,Beef,"['new', 'york']",['beef'],"['roast', 'beef']","['land', 'animals', 'meat', 'poultry', 'meat', 'beef']",confirmed
275882,2017-07-30,2,2.0,2.0,Multiple,['ohio'],[],"['pizza', 'pepperoni']",['multiple'],confirmed
275888,2017-07-09,46,46.0,46.0,Beef,"['california', 'florida', 'illinois', 'maryland', 'north', 'carolina', 'pennsylvania', 'virginia', 'washington', 'dc', 'wisconsin']",[],['beef'],"['land', 'animals', 'meat', 'poultry', 'meat', 'beef']",confirmed
275889,2017-07-12,40,40.0,40.0,Multiple,"['arizona', 'california', 'georgia', 'maryland', 'michigan', 'puerto', 'rico', 'virginia', 'washington', 'dc']",[],"['kabobs', 'chicken']",['multiple'],confirmed
275890,2017-06-27,9,9.0,9.0,Multiple,"['maryland', 'pennsylvania']",[],"['nachos', 'unspecified']",['multiple'],
275891,2016-09-01,2,2.0,2.0,Chicken,['florida'],[],['chicken'],"['land', 'animals', 'meat', 'poultry', 'poultry', 'chicken']",confirmed
275893,2016-08-01,12,12.0,12.0,,['colorado'],[],[],[],suspected
275895,2016-01-07,10,,,,"['new', 'jersey']",[],[],[],
275896,2016-04-30,38,,,,"['new', 'jersey']",[],[],[],
275907,2017-06-26,5,5.0,5.0,,['oklahoma'],[],[],[],confirmed
275911,2017-06-25,6,5.0,5.0,Multiple,['michigan'],"['lettuce', 'onion', 'tomato']","['unspecified', 'vegetables']","['multiple', 'produce', 'vegetables']",confirmed
275912,2017-05-03,6,6.0,6.0,Dairy,"['indiana', 'iowa', 'new', 'jersey', 'pennsylvania', 'texas']",[],"['cheese', 'pasteurized']","['land', 'animals', 'dairy', 'solid', 'semi', 'solid', 'dairy', 'products', 'pasteurized']",confirmed
275913,2016-12-20,20,11.0,11.0,Fruits,"['arizona', 'california', 'colorado']",['papaya'],['papaya'],"['plant', 'produce', 'fruits', 'tropical']",confirmed
275918,2017-07-30,36,36.0,35.0,Pork,['wisconsin'],[],['pork'],"['land', 'animals', 'meat', 'poultry', 'meat', 'pork']",confirmed
275924,2017-08-06,381,376.0,376.0,Multiple,['ohio'],[],['doughnuts'],['multiple'],confirmed
275928,2016-11-21,18,17.0,15.0,,['california'],[],[],[],confirmed
275935,2017-06-22,7,7.0,7.0,,"['north', 'carolina']",[],[],[],confirmed
275936,2016-05-26,60,60.0,35.0,,"['california', 'iowa']",[],[],[],confirmed
275940,2017-07-22,4,4.0,4.0,Fish,['hawaii'],[],"['fish', 'kole']","['aquatic', 'animals', 'fish']",confirmed
275950,2017-07-25,37,37.0,37.0,,"['connecticut', 'new', 'york']",[],[],[],confirmed
275952,2017-08-08,4,4.0,4.0,,['ohio'],[],[],[],suspected
275958,2017-06-13,23,23.0,23.0,,['colorado'],[],[],[],suspected
275959,2017-04-15,4,4.0,4.0,Seeded Vegetables,['colorado'],[],"['green', 'chile']","['plant', 'produce', 'vegetables', 'leafy', 'vine', 'stalk', 'seeded', 'vegetables', 'solanaceous']",confirmed
275963,2017-07-26,2,2.0,2.0,Multiple,"['oregon', 'washington']",[],"['cobb', 'salad']",['multiple'],suspected
275964,2017-03-25,55,51.0,50.0,Fruits,"['california', 'colorado', 'nevada', 'new', 'mexico', 'texas', 'utah', 'washington']",[],['papaya'],"['plant', 'produce', 'fruits', 'tropical']",confirmed
275968,2017-07-23,2,2.0,2.0,Root/Underground,['colorado'],['potatoes'],['potatoes'],"['plant', 'produce', 'vegetables', 'root', 'underground', 'tubers']",suspected
275972,2017-07-05,7,7.0,7.0,Pork,"['south', 'carolina']",['pork'],"['pork', 'bbq']","['land', 'animals', 'meat', 'poultry', 'meat', 'pork']",suspected
275973,2017-05-29,7,4.0,4.0,,['colorado'],[],[],[],confirmed
275974,2017-06-08,4,4.0,4.0,,['colorado'],[],[],[],confirmed
275976,2017-08-12,5,5.0,5.0,,"['south', 'carolina']",[],[],[],suspected
275980,2017-05-26,4,4.0,4.0,Multiple,['colorado'],[],"['french', 'fries', 'chicken', 'buffalo', 'wings']",['multiple'],suspected
275981,2017-06-06,80,68.0,0.0,Multiple,['colorado'],[],"['pork', 'bbq']",['multiple'],confirmed
275982,2017-08-13,40,40.0,40.0,,['minnesota'],[],[],[],confirmed
275983,2017-07-22,33,33.0,33.0,Multiple,['florida'],"['chicken', 'mayonnaise']","['multiple', 'foods', 'chicken', 'salad']",['multiple'],confirmed
275984,2017-05-13,11,11.0,11.0,,['michigan'],[],[],[],confirmed
275988,2017-07-22,2,2.0,2.0,,['michigan'],[],[],[],
275996,2017-06-28,3,3.0,3.0,,['mississippi'],[],[],[],
276000,2017-08-05,25,25.0,24.0,,['minnesota'],[],[],[],suspected
276004,2017-07-29,13,13.0,13.0,Fruits,['pennsylvania'],[],['watermelon'],"['plant', 'produce', 'fruits', 'melons', 'fruit']",confirmed
276008,2017-08-15,35,35.0,35.0,,['ohio'],[],[],[],suspected
276012,2017-07-27,2,2.0,2.0,Multiple,['minnesota'],[],"['tuna', 'salad']",['multiple'],confirmed
276014,2017-08-20,2,2.0,2.0,,['ohio'],[],[],[],
276015,2017-07-02,3,3.0,3.0,,['connecticut'],[],[],[],confirmed
276018,2017-08-09,7,7.0,7.0,,['iowa'],[],[],[],suspected
276019,2017-08-05,30,30.0,30.0,,"['illinois', 'iowa', 'kansas', 'minnesota', 'missouri', 'wisconsin']",[],[],[],confirmed
276025,2017-03-14,14,12.0,11.0,Fruits,"['colorado', 'kansas', 'oregon', 'pennsylvania', 'texas', 'utah', 'washington']",['coconut'],"['coconut', 'meat']","['plant', 'produce', 'fruits', 'tropical']",confirmed
276029,2017-08-09,3,3.0,3.0,Other Aquatic Animals,['alaska'],[],"['seal', 'oil']","['aquatic', 'animals', 'other', 'aquatic', 'animals']",confirmed
276041,2017-07-12,4,4.0,4.0,,['tennessee'],[],[],[],confirmed
276044,2017-07-07,2,2.0,2.0,Mollusks,['wisconsin'],"['oysters', 'raw']","['oysters', 'raw']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",suspected
276049,2017-08-21,24,24.0,24.0,Multiple,"['minnesota', 'wisconsin']",[],"['home', 'made', 'potato', 'salad']",['multiple'],confirmed
276051,2017-08-13,17,17.0,11.0,,['michigan'],[],[],[],confirmed
276054,2017-06-29,5,3.0,3.0,,['utah'],[],[],[],suspected
276057,2017-07-15,4,4.0,4.0,Fish,['hawaii'],[],"['fish', 'mahi', 'mahi']","['aquatic', 'animals', 'fish']",
276058,2017-08-14,2,2.0,2.0,Fish,['hawaii'],[],"['fish', 'kole']","['aquatic', 'animals', 'fish']",confirmed
276064,2017-07-22,11,11.0,6.0,,['kansas'],[],[],[],
276066,2017-07-16,3,3.0,2.0,,['kansas'],[],[],[],
276067,2017-07-17,4,2.0,2.0,,['kansas'],[],[],[],
276072,2017-08-23,3,3.0,3.0,Multiple,"['south', 'carolina']","['lettuce', 'tomatoes', 'red', 'round']",['hamburger'],"['multiple', 'produce', 'vegetables', 'leafy', 'vine', 'stalk']",suspected
276079,2017-06-09,6,6.0,6.0,,['ohio'],[],[],[],confirmed
276080,2017-05-20,36,0.0,0.0,Multiple,['colorado'],[],"['barbacoa', 'meat']",['multiple'],suspected
276085,2017-07-14,2,2.0,2.0,,['colorado'],[],[],[],suspected
276086,2017-08-14,3,3.0,3.0,,['florida'],[],[],[],confirmed
276088,2017-07-15,51,51.0,51.0,,['nebraska'],[],[],[],confirmed
276090,2017-07-23,21,21.0,21.0,Seeded Vegetables,['wisconsin'],['peas'],['peas'],"['plant', 'produce', 'vegetables', 'leafy', 'vine', 'stalk', 'seeded', 'vegetables', 'legumes']",confirmed
276091,2017-08-14,6,6.0,6.0,Pork,['wisconsin'],['pork'],"['burrito', 'pork']","['land', 'animals', 'meat', 'poultry', 'meat', 'pork']",confirmed
276093,2017-03-23,9,9.0,9.0,Dairy,['utah'],[],"['raw', 'milk']","['land', 'animals', 'dairy', 'fluid', 'milk', 'unpasteurized']",confirmed
276094,2017-02-22,6,4.0,4.0,Dairy,['utah'],"['raw', 'milk']","['raw', 'milk']","['land', 'animals', 'dairy', 'fluid', 'milk', 'unpasteurized']",confirmed
276099,2017-08-07,5,5.0,5.0,,"['south', 'carolina']",[],[],[],confirmed
276103,2017-08-16,11,0.0,0.0,,['ohio'],[],[],[],
276118,2017-09-06,4,4.0,4.0,,['minnesota'],[],[],[],suspected
276123,2017-09-06,7,7.0,7.0,,['wisconsin'],[],[],[],suspected
276127,2017-09-09,100,100.0,100.0,Multiple,['minnesota'],[],"['tamale', 'pie']",['multiple'],suspected
276130,2017-08-28,10,10.0,10.0,,['illinois'],[],[],[],suspected
276131,2017-06-25,27,27.0,27.0,Multiple,"['illinois', 'missouri']",[],"['fried', 'chicken']",['multiple'],
276132,2017-06-25,2,2.0,2.0,,['illinois'],[],[],[],suspected
276134,2017-06-11,5,5.0,5.0,Multiple,['illinois'],[],"['breads', 'hummus']",['multiple'],suspected
276135,2017-08-28,24,24.0,24.0,Fruits,['massachusetts'],[],"['fresh', 'fruit', 'salad']","['plant', 'produce', 'fruits']",confirmed
276136,2017-08-29,15,15.0,15.0,,['massachusetts'],[],[],[],suspected
276139,2017-08-26,15,15.0,15.0,,"['iowa', 'minnesota', 'north', 'dakota', 'south', 'dakota']",[],[],[],
276148,2017-09-11,2,2.0,2.0,Fish,"['new', 'york']","['tuna', 'steak']","['tuna', 'steak']","['aquatic', 'animals', 'fish']",confirmed
276149,2017-08-07,3,3.0,3.0,,['georgia'],[],[],[],suspected
276151,2017-07-12,4,4.0,4.0,Eggs,['michigan'],['egg'],['tiramisu'],"['land', 'animals', 'eggs']",confirmed
276152,2017-08-06,28,28.0,28.0,,"['arizona', 'arkansas', 'california', 'colorado', 'florida', 'illinois', 'indiana', 'missouri', 'new', 'hampshire', 'oklahoma', 'oregon', 'south', 'carolina', 'texas', 'virginia', 'washington', 'washington', 'dc', 'wisconsin']",[],[],[],
276153,2017-08-24,22,22.0,22.0,,['hawaii'],[],[],[],
276155,2017-03-06,8,8.0,8.0,,"['delaware', 'georgia', 'louisiana', 'maryland', 'new', 'york', 'washington', 'dc']",[],[],[],confirmed
276164,2017-08-21,3,3.0,2.0,Mollusks,['utah'],[],"['oysters', 'raw']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",confirmed
276169,2017-07-23,2,2.0,2.0,,['illinois'],[],[],[],suspected
276170,2017-07-17,4,4.0,4.0,,['florida'],[],"['salsa', 'guacamole']",['plant'],confirmed
276171,2017-09-18,2,2.0,0.0,,['ohio'],[],[],[],
276173,2017-05-01,15,0.0,0.0,,['utah'],[],[],[],
276175,2017-08-11,3,3.0,3.0,,['oregon'],[],[],[],confirmed
276179,2017-09-15,21,21.0,20.0,,"['minnesota', 'wisconsin']",[],[],[],confirmed
276185,2017-08-28,3,3.0,1.0,,['kansas'],[],[],[],
276186,2017-08-28,4,4.0,4.0,,"['kansas', 'missouri']",[],[],[],
276307,2017-02-24,8,8.0,8.0,,"['arizona', 'minnesota', 'pennsylvania']",[],[],[],confirmed
276319,2017-09-16,5,3.0,3.0,Beef,"['rhode', 'island']",['beef'],['empanadas'],"['land', 'animals', 'meat', 'poultry', 'meat', 'beef']",suspected
276320,2017-08-20,14,14.0,14.0,,"['illinois', 'indiana', 'iowa', 'missouri']",[],[],[],confirmed
276328,2017-09-09,35,35.0,32.0,,['missouri'],[],[],[],confirmed
276333,2017-06-13,12,12.0,12.0,,['missouri'],[],[],[],
276334,2017-06-03,59,59.0,59.0,Multiple,['missouri'],"['pork', 'spices']","['pulled', 'pork']",['multiple'],
276341,2017-09-09,2,2.0,2.0,,['massachusetts'],[],[],[],confirmed
276342,2017-09-25,9,9.0,9.0,Multiple,['massachusetts'],[],"['pumpkin', 'pudding']",['multiple'],suspected
276344,2017-05-29,15,15.0,15.0,Crustaceans,['louisiana'],[],"['crawfish', 'crayfish', 'unspecified']","['aquatic', 'animals', 'shell', 'fish', 'crustaceans']",
276345,2017-08-12,44,44.0,44.0,,['minnesota'],[],[],[],confirmed
276347,2017-07-29,3,3.0,3.0,Crustaceans,['florida'],[],"['crab', 'cooked']","['aquatic', 'animals', 'shell', 'fish', 'crustaceans']",confirmed
276349,2017-08-10,5,5.0,5.0,,['kentucky'],[],[],[],confirmed
276351,2017-08-13,20,0.0,0.0,Beef,['nebraska'],[],"['ground', 'beef']","['land', 'animals', 'meat', 'poultry', 'meat', 'beef', 'non', 'intact', 'raw', 'ground']",confirmed
276352,2017-09-24,3,3.0,3.0,,['ohio'],[],[],[],suspected
276356,2017-09-21,2,2.0,2.0,,"['south', 'carolina']",[],[],[],suspected
276358,2017-09-19,2,2.0,2.0,Dairy,['ohio'],[],"['milk', 'whole', 'milk', 'unpasteurized']","['land', 'animals', 'dairy', 'fluid', 'milk', 'unpasteurized']",suspected
276360,2017-06-12,29,29.0,26.0,,"['florida', 'michigan', 'minnesota', 'north', 'dakota', 'washington']",[],[],[],confirmed
276364,2017-09-30,171,171.0,171.0,Multiple,"['delaware', 'maryland', 'new', 'jersey', 'north', 'carolina', 'pennsylvania', 'virginia', 'west', 'virginia']",[],"['clam', 'chowder']",['multiple'],confirmed
276365,2017-07-26,3,3.0,3.0,Mollusks,['massachusetts'],[],"['oysters', 'raw']","['aquatic', 'animals', 'shell', 'fish', 'mollusks', 'bivalve']",confirmed
